transaction_id,customer_id,product,date,month,day_of_week,customer_segment,quantity,price
TXN_00310,CUST_0415,Herbal Tea,2023-05-14,5,Sunday,health_enthusiast,3,136.92
TXN_00310,CUST_0415,Ankle Weights,2023-05-14,5,Sunday,health_enthusiast,2,67.49
TXN_00311,CUST_0066,Yogurt,2023-01-15,1,Sunday,office_worker,2,120.54
TXN_00311,CUST_0066,Coffee,2023-01-15,1,Sunday,office_worker,3,17.77
TXN_00311,CUST_0066,Herbal Tea,2023-01-15,1,Sunday,office_worker,2,27.32
TXN_00311,CUST_0066,Popcorn,2023-01-15,1,Sunday,office_worker,1,8.84
TXN_00311,CUST_0066,File Folder,2023-01-15,1,Sunday,office_worker,2,12.29
TXN_00311,CUST_0066,Notebook,2023-01-15,1,Sunday,office_worker,3,173.36
TXN_00311,CUST_0066,Juice Pack,2023-01-15,1,Sunday,office_worker,3,105.38
TXN_00311,CUST_0066,Green Tea,2023-01-15,1,Sunday,office_worker,2,56.99
TXN_00312,CUST_0012,Magnesium,2023-12-23,12,Saturday,health_enthusiast,2,101.86
TXN_00312,CUST_0012,Rice Cakes,2023-12-23,12,Saturday,health_enthusiast,3,71.21
TXN_00312,CUST_0012,Yogurt,2023-12-23,12,Saturday,health_enthusiast,3,63.41
TXN_00312,CUST_0012,Probiotics,2023-12-23,12,Saturday,health_enthusiast,2,44.34
TXN_00313,CUST_0404,Granola Bar,2023-11-22,11,Wednesday,student,2,199.26
TXN_00313,CUST_0404,Sticky Notes,2023-11-22,11,Wednesday,student,2,161.9
TXN_00314,CUST_0048,Mixed Nuts,2023-11-16,11,Thursday,office_worker,3,161.8
TXN_00314,CUST_0048,Herbal Tea,2023-11-16,11,Thursday,office_worker,2,134.37
TXN_00314,CUST_0048,Rice Cakes,2023-11-16,11,Thursday,office_worker,2,44.02
TXN_00314,CUST_0048,File Folder,2023-11-16,11,Thursday,office_worker,2,54.0
TXN_00314,CUST_0048,Crackers,2023-11-16,11,Thursday,office_worker,3,93.38
TXN_00314,CUST_0048,Sticky Notes,2023-11-16,11,Thursday,office_worker,3,40.22
TXN_00314,CUST_0048,Green Tea,2023-11-16,11,Thursday,office_worker,1,127.43
TXN_00315,CUST_0296,Charger,2023-09-22,9,Friday,student,2,33.81
TXN_00315,CUST_0296,Coconut Water,2023-09-22,9,Friday,student,1,150.55
TXN_00315,CUST_0296,Printer Paper,2023-09-22,9,Friday,student,2,169.6
TXN_00315,CUST_0296,File Folder,2023-09-22,9,Friday,student,2,67.14
TXN_00315,CUST_0296,Crackers,2023-09-22,9,Friday,student,1,128.62
TXN_00316,CUST_0147,Dumbbells,2023-07-31,7,Monday,health_enthusiast,2,131.15
TXN_00316,CUST_0147,Jump Rope,2023-07-31,7,Monday,health_enthusiast,1,44.39
TXN_00316,CUST_0147,Yoga Mat,2023-07-31,7,Monday,health_enthusiast,2,31.6
TXN_00316,CUST_0147,Gym Gloves,2023-07-31,7,Monday,health_enthusiast,2,158.99
TXN_00316,CUST_0147,Probiotics,2023-07-31,7,Monday,health_enthusiast,2,133.44
TXN_00316,CUST_0147,Cold Brew,2023-07-31,7,Monday,health_enthusiast,1,130.64
TXN_00316,CUST_0147,Crackers,2023-07-31,7,Monday,health_enthusiast,1,192.94
TXN_00317,CUST_0029,Trail Mix,2023-09-06,9,Wednesday,office_worker,3,190.19
TXN_00317,CUST_0029,Protein Shake,2023-09-06,9,Wednesday,office_worker,3,54.1
TXN_00317,CUST_0029,Pen Set,2023-09-06,9,Wednesday,office_worker,1,51.42
TXN_00317,CUST_0029,File Folder,2023-09-06,9,Wednesday,office_worker,1,155.77
TXN_00317,CUST_0029,Whiteboard,2023-09-06,9,Wednesday,office_worker,2,69.21
TXN_00317,CUST_0029,Crackers,2023-09-06,9,Wednesday,office_worker,3,148.76
TXN_00317,CUST_0029,Scissors,2023-09-06,9,Wednesday,office_worker,3,150.07
TXN_00317,CUST_0029,Green Tea,2023-09-06,9,Wednesday,office_worker,2,47.51
TXN_00318,CUST_0497,Whiteboard,2023-02-24,2,Friday,tech_professional,3,190.0
TXN_00318,CUST_0497,Juice Pack,2023-02-24,2,Friday,tech_professional,2,111.42
TXN_00318,CUST_0497,Laptop Stand,2023-02-24,2,Friday,tech_professional,2,138.13
TXN_00318,CUST_0497,Tape,2023-02-24,2,Friday,tech_professional,2,176.49
TXN_00319,CUST_0367,Dumbbells,2023-03-16,3,Thursday,health_enthusiast,3,28.8
TXN_00319,CUST_0367,Trail Mix,2023-03-16,3,Thursday,health_enthusiast,1,172.24
TXN_00319,CUST_0367,Coffee,2023-03-16,3,Thursday,health_enthusiast,2,6.53
TXN_00319,CUST_0367,Vitamins,2023-03-16,3,Thursday,health_enthusiast,2,185.86
TXN_00320,CUST_0480,Dried Fruit,2023-05-11,5,Thursday,health_enthusiast,1,141.2
TXN_00320,CUST_0480,Dumbbells,2023-05-11,5,Thursday,health_enthusiast,3,17.94
TXN_00320,CUST_0480,Mixed Nuts,2023-05-11,5,Thursday,health_enthusiast,2,122.41
TXN_00320,CUST_0480,Foam Roller,2023-05-11,5,Thursday,health_enthusiast,3,148.87
TXN_00320,CUST_0480,Rice Cakes,2023-05-11,5,Thursday,health_enthusiast,2,140.57
TXN_00320,CUST_0480,Granola Bar,2023-05-11,5,Thursday,health_enthusiast,1,130.07
TXN_00320,CUST_0480,Green Tea,2023-05-11,5,Thursday,health_enthusiast,1,127.88
TXN_00321,CUST_0206,Tape,2023-11-25,11,Saturday,tech_professional,1,53.67
TXN_00321,CUST_0206,Water Bottle,2023-11-25,11,Saturday,tech_professional,3,194.08
TXN_00321,CUST_0206,Mouse,2023-11-25,11,Saturday,tech_professional,3,153.82
TXN_00322,CUST_0406,Dark Chocolate,2023-11-01,11,Wednesday,office_worker,2,43.74
TXN_00322,CUST_0406,Protein Shake,2023-11-01,11,Wednesday,office_worker,2,76.68
TXN_00322,CUST_0406,Cold Brew,2023-11-01,11,Wednesday,office_worker,2,175.9
TXN_00322,CUST_0406,Yogurt,2023-11-01,11,Wednesday,office_worker,3,48.77
TXN_00323,CUST_0332,USB Hub,2023-01-12,1,Thursday,student,1,191.82
TXN_00323,CUST_0332,Coconut Water,2023-01-12,1,Thursday,student,1,189.71
TXN_00323,CUST_0332,Dark Chocolate,2023-01-12,1,Thursday,student,1,7.75
TXN_00323,CUST_0332,Pen Set,2023-01-12,1,Thursday,student,3,89.86
TXN_00323,CUST_0332,Energy Drink,2023-01-12,1,Thursday,student,2,166.32
TXN_00324,CUST_0366,Desk Organizer,2023-09-11,9,Monday,tech_professional,2,171.99
TXN_00324,CUST_0366,Webcam,2023-09-11,9,Monday,tech_professional,3,47.04
TXN_00324,CUST_0366,Printer Paper,2023-09-11,9,Monday,tech_professional,2,146.71
TXN_00325,CUST_0210,Resistance Band,2023-04-07,4,Friday,health_enthusiast,3,82.52
TXN_00325,CUST_0210,Coconut Water,2023-04-07,4,Friday,health_enthusiast,1,144.1
TXN_00325,CUST_0210,Mixed Nuts,2023-04-07,4,Friday,health_enthusiast,3,87.54
TXN_00325,CUST_0210,Balance Board,2023-04-07,4,Friday,health_enthusiast,3,54.96
TXN_00325,CUST_0210,Popcorn,2023-04-07,4,Friday,health_enthusiast,1,113.61
TXN_00325,CUST_0210,Water Bottle,2023-04-07,4,Friday,health_enthusiast,1,69.91
TXN_00325,CUST_0210,Magnesium,2023-04-07,4,Friday,health_enthusiast,1,96.83
TXN_00326,CUST_0481,USB Hub,2023-07-01,7,Saturday,student,2,176.19
TXN_00326,CUST_0481,Sticky Notes,2023-07-01,7,Saturday,student,1,22.48
TXN_00326,CUST_0481,Water Bottle,2023-07-01,7,Saturday,student,3,108.43
TXN_00326,CUST_0481,Juice Pack,2023-07-01,7,Saturday,student,1,55.78
TXN_00326,CUST_0481,Speaker,2023-07-01,7,Saturday,student,2,13.61
TXN_00326,CUST_0481,Crackers,2023-07-01,7,Saturday,student,1,102.35
TXN_00326,CUST_0481,Scissors,2023-07-01,7,Saturday,student,2,150.83
TXN_00326,CUST_0481,Laptop,2023-07-01,7,Saturday,student,2,60.17
TXN_00327,CUST_0390,Scissors,2023-05-15,5,Monday,office_worker,3,129.15
TXN_00327,CUST_0390,Protein Shake,2023-05-15,5,Monday,office_worker,2,15.38
TXN_00327,CUST_0390,Rice Cakes,2023-05-15,5,Monday,office_worker,1,15.64
TXN_00327,CUST_0390,Cold Brew,2023-05-15,5,Monday,office_worker,1,11.99
TXN_00328,CUST_0240,Pen Set,2023-05-14,5,Sunday,tech_professional,3,174.04
TXN_00328,CUST_0240,Scissors,2023-05-14,5,Sunday,tech_professional,1,73.17
TXN_00328,CUST_0240,Laptop Stand,2023-05-14,5,Sunday,tech_professional,1,174.29
TXN_00328,CUST_0240,Printer Paper,2023-05-14,5,Sunday,tech_professional,1,167.82
TXN_00329,CUST_0289,Monitor,2023-09-18,9,Monday,student,2,77.84
TXN_00329,CUST_0289,Charger,2023-09-18,9,Monday,student,1,168.21
TXN_00329,CUST_0289,Mixed Nuts,2023-09-18,9,Monday,student,1,10.63
TXN_00329,CUST_0289,Whiteboard,2023-09-18,9,Monday,student,2,166.99
TXN_00329,CUST_0289,Granola Bar,2023-09-18,9,Monday,student,3,98.57
TXN_00329,CUST_0289,Tape,2023-09-18,9,Monday,student,3,191.26
TXN_00329,CUST_0289,Green Tea,2023-09-18,9,Monday,student,3,133.31
TXN_00330,CUST_0336,Stapler,2023-06-18,6,Sunday,student,2,54.76
TXN_00330,CUST_0336,Webcam,2023-06-18,6,Sunday,student,1,193.18
TXN_00330,CUST_0336,Charger,2023-06-18,6,Sunday,student,2,22.39
TXN_00330,CUST_0336,Granola Bar,2023-06-18,6,Sunday,student,1,36.77
TXN_00330,CUST_0336,Juice Pack,2023-06-18,6,Sunday,student,2,60.56
TXN_00330,CUST_0336,Green Tea,2023-06-18,6,Sunday,student,3,35.06
TXN_00331,CUST_0222,Workout Towel,2023-06-02,6,Friday,health_enthusiast,2,163.14
TXN_00331,CUST_0222,Coconut Water,2023-06-02,6,Friday,health_enthusiast,3,41.34
TXN_00331,CUST_0222,Trail Mix,2023-06-02,6,Friday,health_enthusiast,3,88.07
TXN_00331,CUST_0222,Mixed Nuts,2023-06-02,6,Friday,health_enthusiast,1,105.1
TXN_00331,CUST_0222,Protein Bar,2023-06-02,6,Friday,health_enthusiast,2,136.91
TXN_00331,CUST_0222,Water Bottle,2023-06-02,6,Friday,health_enthusiast,3,138.82
TXN_00331,CUST_0222,Zinc,2023-06-02,6,Friday,health_enthusiast,1,186.48
TXN_00332,CUST_0269,Cold Brew,2023-09-27,9,Wednesday,office_worker,2,63.58
TXN_00332,CUST_0269,Green Tea,2023-09-27,9,Wednesday,office_worker,1,138.44
TXN_00333,CUST_0268,Monitor,2023-06-03,6,Saturday,student,2,74.31
TXN_00333,CUST_0268,Yogurt,2023-06-03,6,Saturday,student,3,20.95
TXN_00333,CUST_0268,Charger,2023-06-03,6,Saturday,student,3,8.17
TXN_00333,CUST_0268,Herbal Tea,2023-06-03,6,Saturday,student,3,134.01
TXN_00333,CUST_0268,Laptop,2023-06-03,6,Saturday,student,1,158.3
TXN_00334,CUST_0214,Water Bottle,2023-07-21,7,Friday,tech_professional,2,174.97
TXN_00334,CUST_0214,Desk Organizer,2023-07-21,7,Friday,tech_professional,1,89.59
TXN_00334,CUST_0214,Cold Brew,2023-07-21,7,Friday,tech_professional,1,6.14
TXN_00334,CUST_0214,File Folder,2023-07-21,7,Friday,tech_professional,1,7.59
TXN_00334,CUST_0214,Keyboard,2023-07-21,7,Friday,tech_professional,3,98.04
TXN_00334,CUST_0214,Speaker,2023-07-21,7,Friday,tech_professional,3,83.99
TXN_00335,CUST_0309,Monitor,2023-12-03,12,Sunday,student,3,52.15
TXN_00335,CUST_0309,Mixed Nuts,2023-12-03,12,Sunday,student,3,172.35
TXN_00335,CUST_0309,Protein Bar,2023-12-03,12,Sunday,student,3,42.23
TXN_00335,CUST_0309,Water Bottle,2023-12-03,12,Sunday,student,2,155.1
TXN_00335,CUST_0309,Desk Organizer,2023-12-03,12,Sunday,student,1,97.43
TXN_00335,CUST_0309,Keyboard,2023-12-03,12,Sunday,student,1,27.71
TXN_00335,CUST_0309,Notebook,2023-12-03,12,Sunday,student,1,149.06
TXN_00335,CUST_0309,Laptop,2023-12-03,12,Sunday,student,2,192.95
TXN_00336,CUST_0231,USB Hub,2023-08-30,8,Wednesday,tech_professional,3,117.84
TXN_00336,CUST_0231,Monitor,2023-08-30,8,Wednesday,tech_professional,3,113.09
TXN_00336,CUST_0231,Printer Paper,2023-08-30,8,Wednesday,tech_professional,2,12.22
TXN_00336,CUST_0231,Notebook,2023-08-30,8,Wednesday,tech_professional,2,99.79
TXN_00336,CUST_0231,Tape,2023-08-30,8,Wednesday,tech_professional,3,146.3
TXN_00337,CUST_0445,USB Hub,2023-12-14,12,Thursday,student,1,101.48
TXN_00337,CUST_0445,Webcam,2023-12-14,12,Thursday,student,3,72.62
TXN_00337,CUST_0445,Cold Brew,2023-12-14,12,Thursday,student,3,90.06
TXN_00337,CUST_0445,Notebook,2023-12-14,12,Thursday,student,1,61.16
TXN_00337,CUST_0445,Crackers,2023-12-14,12,Thursday,student,1,96.5
TXN_00338,CUST_0113,Webcam,2023-08-13,8,Sunday,tech_professional,3,45.41
TXN_00338,CUST_0113,Herbal Tea,2023-08-13,8,Sunday,tech_professional,3,151.1
TXN_00338,CUST_0113,Desk Organizer,2023-08-13,8,Sunday,tech_professional,3,99.16
TXN_00338,CUST_0113,File Folder,2023-08-13,8,Sunday,tech_professional,1,43.9
TXN_00338,CUST_0113,Cold Brew,2023-08-13,8,Sunday,tech_professional,3,100.98
TXN_00338,CUST_0113,Juice Pack,2023-08-13,8,Sunday,tech_professional,2,188.9
TXN_00339,CUST_0108,Omega-3,2023-09-10,9,Sunday,health_enthusiast,2,55.28
TXN_00339,CUST_0108,Vitamins,2023-09-10,9,Sunday,health_enthusiast,2,158.05
TXN_00339,CUST_0108,Protein Shake,2023-09-10,9,Sunday,health_enthusiast,1,155.17
TXN_00339,CUST_0108,Protein Bar,2023-09-10,9,Sunday,health_enthusiast,3,57.16
TXN_00339,CUST_0108,Water Bottle,2023-09-10,9,Sunday,health_enthusiast,1,171.41
TXN_00339,CUST_0108,Herbal Tea,2023-09-10,9,Sunday,health_enthusiast,3,122.84
TXN_00339,CUST_0108,Ankle Weights,2023-09-10,9,Sunday,health_enthusiast,1,142.75
TXN_00340,CUST_0493,Yogurt,2023-08-13,8,Sunday,office_worker,3,91.1
TXN_00340,CUST_0493,Mixed Nuts,2023-08-13,8,Sunday,office_worker,3,102.19
TXN_00340,CUST_0493,Pen Set,2023-08-13,8,Sunday,office_worker,1,35.09
TXN_00340,CUST_0493,Desk Organizer,2023-08-13,8,Sunday,office_worker,2,70.25
TXN_00340,CUST_0493,File Folder,2023-08-13,8,Sunday,office_worker,1,28.98
TXN_00340,CUST_0493,Scissors,2023-08-13,8,Sunday,office_worker,1,90.63
TXN_00340,CUST_0493,Sticky Notes,2023-08-13,8,Sunday,office_worker,2,155.0
TXN_00341,CUST_0415,Stapler,2023-01-04,1,Wednesday,tech_professional,2,158.51
TXN_00341,CUST_0415,Resistance Band,2023-01-04,1,Wednesday,tech_professional,1,161.34
TXN_00341,CUST_0415,Webcam,2023-01-04,1,Wednesday,tech_professional,2,184.01
TXN_00341,CUST_0415,Protein Shake,2023-01-04,1,Wednesday,tech_professional,2,190.61
TXN_00341,CUST_0415,Whiteboard,2023-01-04,1,Wednesday,tech_professional,3,159.95
TXN_00341,CUST_0415,Sticky Notes,2023-01-04,1,Wednesday,tech_professional,2,189.03
TXN_00342,CUST_0006,USB Hub,2023-08-15,8,Tuesday,tech_professional,3,175.78
TXN_00342,CUST_0006,Coffee,2023-08-15,8,Tuesday,tech_professional,2,86.76
TXN_00342,CUST_0006,Keyboard,2023-08-15,8,Tuesday,tech_professional,3,141.65
TXN_00342,CUST_0006,Whiteboard,2023-08-15,8,Tuesday,tech_professional,2,145.7
TXN_00342,CUST_0006,Headphones,2023-08-15,8,Tuesday,tech_professional,2,182.3
TXN_00342,CUST_0006,Green Tea,2023-08-15,8,Tuesday,tech_professional,1,166.27
TXN_00343,CUST_0076,Dried Fruit,2023-09-28,9,Thursday,office_worker,1,12.21
TXN_00343,CUST_0076,Yogurt,2023-09-28,9,Thursday,office_worker,2,81.05
TXN_00343,CUST_0076,Popcorn,2023-09-28,9,Thursday,office_worker,3,149.31
TXN_00343,CUST_0076,Protein Bar,2023-09-28,9,Thursday,office_worker,1,106.49
TXN_00343,CUST_0076,Rice Cakes,2023-09-28,9,Thursday,office_worker,3,60.37
TXN_00343,CUST_0076,Cold Brew,2023-09-28,9,Thursday,office_worker,1,104.78
TXN_00343,CUST_0076,Sticky Notes,2023-09-28,9,Thursday,office_worker,2,106.66
TXN_00344,CUST_0015,Stapler,2023-11-22,11,Wednesday,tech_professional,1,92.5
TXN_00344,CUST_0015,Coconut Water,2023-11-22,11,Wednesday,tech_professional,3,148.69
TXN_00344,CUST_0015,Coffee,2023-11-22,11,Wednesday,tech_professional,2,71.1
TXN_00344,CUST_0015,Pen Set,2023-11-22,11,Wednesday,tech_professional,1,162.05
TXN_00344,CUST_0015,Kombucha,2023-11-22,11,Wednesday,tech_professional,3,115.29
TXN_00344,CUST_0015,Notebook,2023-11-22,11,Wednesday,tech_professional,3,134.78
TXN_00344,CUST_0015,Whiteboard,2023-11-22,11,Wednesday,tech_professional,3,50.6
TXN_00344,CUST_0015,Sticky Notes,2023-11-22,11,Wednesday,tech_professional,2,60.48
TXN_00344,CUST_0015,Green Tea,2023-11-22,11,Wednesday,tech_professional,3,116.69
TXN_00345,CUST_0267,Popcorn,2023-03-13,3,Monday,office_worker,1,17.13
TXN_00345,CUST_0267,Pen Set,2023-03-13,3,Monday,office_worker,1,97.87
TXN_00345,CUST_0267,Protein Bar,2023-03-13,3,Monday,office_worker,2,20.22
TXN_00345,CUST_0267,Desk Organizer,2023-03-13,3,Monday,office_worker,3,107.62
TXN_00345,CUST_0267,Cold Brew,2023-03-13,3,Monday,office_worker,3,114.0
TXN_00345,CUST_0267,Kombucha,2023-03-13,3,Monday,office_worker,2,175.04
TXN_00345,CUST_0267,Green Tea,2023-03-13,3,Monday,office_worker,3,102.27
TXN_00346,CUST_0353,Monitor,2023-08-05,8,Saturday,student,3,77.02
TXN_00346,CUST_0353,Protein Shake,2023-08-05,8,Saturday,student,1,122.31
TXN_00346,CUST_0353,Protein Bar,2023-08-05,8,Saturday,student,2,26.52
TXN_00346,CUST_0353,Printer Paper,2023-08-05,8,Saturday,student,2,116.49
TXN_00346,CUST_0353,Scissors,2023-08-05,8,Saturday,student,1,106.94
TXN_00347,CUST_0192,Balance Board,2023-03-02,3,Thursday,health_enthusiast,2,178.37
TXN_00347,CUST_0192,Protein Powder,2023-03-02,3,Thursday,health_enthusiast,1,40.7
TXN_00347,CUST_0192,Cold Brew,2023-03-02,3,Thursday,health_enthusiast,3,100.31
TXN_00347,CUST_0192,Granola Bar,2023-03-02,3,Thursday,health_enthusiast,1,111.77
TXN_00348,CUST_0214,Cold Brew,2023-02-04,2,Saturday,student,3,92.57
TXN_00348,CUST_0214,Juice Pack,2023-02-04,2,Saturday,student,3,68.42
TXN_00348,CUST_0214,Desk Organizer,2023-02-04,2,Saturday,student,3,134.58
TXN_00348,CUST_0214,Yogurt,2023-02-04,2,Saturday,student,2,80.51
TXN_00349,CUST_0024,Trail Mix,2023-07-22,7,Saturday,health_enthusiast,3,41.93
TXN_00349,CUST_0024,Protein Powder,2023-07-22,7,Saturday,health_enthusiast,2,103.01
TXN_00349,CUST_0024,Probiotics,2023-07-22,7,Saturday,health_enthusiast,1,28.46
TXN_00349,CUST_0024,Collagen,2023-07-22,7,Saturday,health_enthusiast,3,40.05
TXN_00349,CUST_0024,Kombucha,2023-07-22,7,Saturday,health_enthusiast,1,58.62
TXN_00349,CUST_0024,Turmeric,2023-07-22,7,Saturday,health_enthusiast,1,52.83
TXN_00350,CUST_0297,USB Hub,2023-12-28,12,Thursday,student,1,27.36
TXN_00350,CUST_0297,Charger,2023-12-28,12,Thursday,student,1,110.65
TXN_00350,CUST_0297,Protein Shake,2023-12-28,12,Thursday,student,2,33.09
TXN_00350,CUST_0297,Protein Bar,2023-12-28,12,Thursday,student,2,154.82
TXN_00350,CUST_0297,Gym Gloves,2023-12-28,12,Thursday,student,1,64.82
TXN_00350,CUST_0297,Headphones,2023-12-28,12,Thursday,student,2,137.33
TXN_00350,CUST_0297,Laptop Stand,2023-12-28,12,Thursday,student,1,124.82
TXN_00351,CUST_0366,Whiteboard,2023-06-16,6,Friday,tech_professional,2,78.23
TXN_00351,CUST_0366,Headphones,2023-06-16,6,Friday,tech_professional,1,15.12
TXN_00351,CUST_0366,Speaker,2023-06-16,6,Friday,tech_professional,1,151.67
TXN_00352,CUST_0261,Stapler,2023-10-28,10,Saturday,tech_professional,3,24.79
TXN_00352,CUST_0261,USB Hub,2023-10-28,10,Saturday,tech_professional,3,132.05
TXN_00352,CUST_0261,Webcam,2023-10-28,10,Saturday,tech_professional,1,64.4
TXN_00352,CUST_0261,Pen Set,2023-10-28,10,Saturday,tech_professional,2,91.97
TXN_00352,CUST_0261,Notebook,2023-10-28,10,Saturday,tech_professional,3,102.58
TXN_00352,CUST_0261,Herbal Tea,2023-10-28,10,Saturday,tech_professional,1,77.79
TXN_00352,CUST_0261,Scissors,2023-10-28,10,Saturday,tech_professional,1,157.49
TXN_00352,CUST_0261,Headphones,2023-10-28,10,Saturday,tech_professional,3,190.76
TXN_00353,CUST_0001,Yogurt,2023-10-12,10,Thursday,health_enthusiast,3,113.51
TXN_00353,CUST_0001,Trail Mix,2023-10-12,10,Thursday,health_enthusiast,2,176.26
TXN_00353,CUST_0001,Dark Chocolate,2023-10-12,10,Thursday,health_enthusiast,1,124.04
TXN_00353,CUST_0001,Protein Shake,2023-10-12,10,Thursday,health_enthusiast,2,177.37
TXN_00353,CUST_0001,Vitamins,2023-10-12,10,Thursday,health_enthusiast,2,128.86
TXN_00353,CUST_0001,Coffee,2023-10-12,10,Thursday,health_enthusiast,3,93.28
TXN_00353,CUST_0001,Gym Gloves,2023-10-12,10,Thursday,health_enthusiast,1,134.14
TXN_00353,CUST_0001,Protein Powder,2023-10-12,10,Thursday,health_enthusiast,2,71.62
TXN_00353,CUST_0001,Herbal Tea,2023-10-12,10,Thursday,health_enthusiast,2,192.0
TXN_00353,CUST_0001,Energy Drink,2023-10-12,10,Thursday,health_enthusiast,2,8.1
TXN_00353,CUST_0001,Ankle Weights,2023-10-12,10,Thursday,health_enthusiast,3,31.08
TXN_00354,CUST_0003,Dark Chocolate,2023-01-02,1,Monday,office_worker,3,142.14
TXN_00354,CUST_0003,Kombucha,2023-01-02,1,Monday,office_worker,2,109.94
TXN_00355,CUST_0276,Mixed Nuts,2023-11-29,11,Wednesday,office_worker,2,194.55
TXN_00355,CUST_0276,Dried Fruit,2023-11-29,11,Wednesday,office_worker,2,166.36
TXN_00356,CUST_0430,Workout Towel,2023-07-03,7,Monday,health_enthusiast,1,196.12
TXN_00356,CUST_0430,Omega-3,2023-07-03,7,Monday,health_enthusiast,2,12.18
TXN_00356,CUST_0430,Melatonin,2023-07-03,7,Monday,health_enthusiast,2,181.38
TXN_00356,CUST_0430,Probiotics,2023-07-03,7,Monday,health_enthusiast,3,123.18
TXN_00356,CUST_0430,Rice Cakes,2023-07-03,7,Monday,health_enthusiast,1,43.24
TXN_00356,CUST_0430,Turmeric,2023-07-03,7,Monday,health_enthusiast,3,82.24
TXN_00356,CUST_0430,Energy Drink,2023-07-03,7,Monday,health_enthusiast,2,115.97
TXN_00357,CUST_0100,Webcam,2023-09-10,9,Sunday,tech_professional,3,157.54
TXN_00357,CUST_0100,Coconut Water,2023-09-10,9,Sunday,tech_professional,1,170.3
TXN_00357,CUST_0100,Protein Shake,2023-09-10,9,Sunday,tech_professional,1,198.43
TXN_00357,CUST_0100,Mouse,2023-09-10,9,Sunday,tech_professional,3,137.16
TXN_00357,CUST_0100,Speaker,2023-09-10,9,Sunday,tech_professional,3,54.32
TXN_00357,CUST_0100,Energy Drink,2023-09-10,9,Sunday,tech_professional,3,177.2
TXN_00358,CUST_0329,Monitor,2023-01-02,1,Monday,student,3,92.53
TXN_00358,CUST_0329,Webcam,2023-01-02,1,Monday,student,1,81.41
TXN_00358,CUST_0329,Mixed Nuts,2023-01-02,1,Monday,student,2,20.95
TXN_00358,CUST_0329,Crackers,2023-01-02,1,Monday,student,3,162.5
TXN_00358,CUST_0329,Cold Brew,2023-01-02,1,Monday,student,3,49.0
TXN_00358,CUST_0329,Herbal Tea,2023-01-02,1,Monday,student,3,87.64
TXN_00358,CUST_0329,Headphones,2023-01-02,1,Monday,student,1,183.81
TXN_00359,CUST_0160,Laptop Stand,2023-04-11,4,Tuesday,tech_professional,2,162.57
TXN_00359,CUST_0160,Green Tea,2023-04-11,4,Tuesday,tech_professional,3,160.46
TXN_00360,CUST_0127,Energy Drink,2023-06-21,6,Wednesday,student,2,106.34
TXN_00360,CUST_0127,Granola Bar,2023-06-21,6,Wednesday,student,1,188.99
TXN_00361,CUST_0392,Mixed Nuts,2023-11-04,11,Saturday,office_worker,1,195.03
TXN_00361,CUST_0392,Dried Fruit,2023-11-04,11,Saturday,office_worker,1,78.59
TXN_00362,CUST_0066,Tape,2023-12-22,12,Friday,tech_professional,3,89.21
TXN_00362,CUST_0066,Notebook,2023-12-22,12,Friday,tech_professional,1,137.13
TXN_00363,CUST_0436,Coconut Water,2023-10-14,10,Saturday,tech_professional,2,95.52
TXN_00363,CUST_0436,Pen Set,2023-10-14,10,Saturday,tech_professional,2,176.59
TXN_00363,CUST_0436,Speaker,2023-10-14,10,Saturday,tech_professional,3,24.75
TXN_00363,CUST_0436,Herbal Tea,2023-10-14,10,Saturday,tech_professional,3,187.83
TXN_00363,CUST_0436,Laptop Stand,2023-10-14,10,Saturday,tech_professional,1,93.54
TXN_00364,CUST_0056,Tape,2023-06-18,6,Sunday,office_worker,3,158.94
TXN_00364,CUST_0056,Mixed Nuts,2023-06-18,6,Sunday,office_worker,1,181.35
TXN_00365,CUST_0132,Yogurt,2023-03-06,3,Monday,office_worker,1,29.9
TXN_00365,CUST_0132,Protein Shake,2023-03-06,3,Monday,office_worker,3,89.99
TXN_00365,CUST_0132,Desk Organizer,2023-03-06,3,Monday,office_worker,3,152.1
TXN_00365,CUST_0132,Cold Brew,2023-03-06,3,Monday,office_worker,2,118.81
TXN_00366,CUST_0076,Yogurt,2023-10-05,10,Thursday,office_worker,3,172.45
TXN_00366,CUST_0076,Coconut Water,2023-10-05,10,Thursday,office_worker,2,72.04
TXN_00366,CUST_0076,Dark Chocolate,2023-10-05,10,Thursday,office_worker,1,129.91
TXN_00366,CUST_0076,Coffee,2023-10-05,10,Thursday,office_worker,1,158.13
TXN_00366,CUST_0076,Water Bottle,2023-10-05,10,Thursday,office_worker,2,41.92
TXN_00366,CUST_0076,Notebook,2023-10-05,10,Thursday,office_worker,2,140.48
TXN_00367,CUST_0170,Yogurt,2023-08-28,8,Monday,office_worker,2,126.66
TXN_00367,CUST_0170,Coconut Water,2023-08-28,8,Monday,office_worker,1,98.75
TXN_00367,CUST_0170,Protein Shake,2023-08-28,8,Monday,office_worker,2,162.42
TXN_00367,CUST_0170,Popcorn,2023-08-28,8,Monday,office_worker,2,45.04
TXN_00367,CUST_0170,Printer Paper,2023-08-28,8,Monday,office_worker,1,166.09
TXN_00367,CUST_0170,Notebook,2023-08-28,8,Monday,office_worker,1,75.75
TXN_00367,CUST_0170,Herbal Tea,2023-08-28,8,Monday,office_worker,1,74.79
